"","rowname","clp1_log2FoldChange","clp1_padj","clp2_log2FoldChange","clp2_padj"
"34","AT1G01360","-0.00412109320110251","0.985769299547868","-0.0631985655387126","0.663533051542585"
"35","AT1G01370","0.000970561510928951","0.990152775671305","0.0598365462613549","0.68600776913488"
"36","AT1G01380","-0.00289650478275605","0.97184842977871","-0.0654992442389083","0.671667917260941"
"37","AT1G01390","0.00121461728331777","0.984440222936189","2.71935476908981","1.0906071383028e-11"
"38","AT1G01420","-0.00840257122351388","0.963270838030684","0.383912605022723","0.00626293092699768"
"39","AT1G01430","-0.00888403742602293","0.974940598041358","0.1235448141406","0.222739701813523"
"40","AT1G01440","-0.00864190348231107","0.97184842977871","-0.0984965097674883","0.403692696997971"
"41","AT1G01448","0.00673778368888695","0.984440222936189","0.050419444948905","0.630129761853331"
"42","AT1G01450","-0.00485772455788279","0.963961542787409","-0.294633596308213","0.117550276242552"
"43","AT1G01453","-0.000725590354631862","0.988171741389988","0.221713639044841","0.0946425436937799"
"44","AT1G01470","0.0256648292076216","0.768349126664096","0.159296734527815","0.122402679224052"
"45","AT1G01480","-0.00523777960102748","0.669686569799316","-0.154695113098608","0.258831757457651"
"46","AT1G01490","-0.0144309137962304","0.963961542787409","-0.0513315631265164","0.632666327277973"
"47","AT1G01500","-0.0134898594506092","0.966935601966151","0.00508764760664602","0.969106120255904"
"48","AT1G01510","0.00417523651563048","0.990152775671305","-0.0144007547107231","0.920250803898405"
"49","AT1G01520","-0.00219623362315683","0.982554076008521","0.103036999160416","0.479654721339259"
"50","AT1G01530","0.000591334827581294","0.984440222936189","-0.0307841559585496","0.58157361769994"
"51","AT1G01540","-0.0140251411280776","0.966935601966151","-0.156354148484295","0.0384526404141532"
"52","AT1G01550","-0.0240819866076407","0.740762405011689","-0.180808666950697","0.0845063473622915"
"53","AT1G01560","0.00254344788721586","0.963270838030684","0.147187682230289","0.213496244428943"
"54","AT1G01570","0.00162389360486915","0.984440222936189","0.088620627053439","0.534379228954371"
"55","AT1G01580","-1.78231130107315","0.0157960373601978","-0.171031879361246","0.11433011643172"
"56","AT1G01590","-0.000581606984931126","0.983465274022575","0.0450747971071266","0.400088936612608"
"57","AT1G01600","0.000399462710394235","0.997499324816681","-0.0522858764458698","0.765463028473045"
"58","AT1G01610","0.00760483177254091","0.97184842977871","0.0804754162119182","0.559203900746319"
"59","AT1G01620","-0.00425635188116627","0.984178662205024","0.0475288373888321","0.774285020445266"
"60","AT1G01630","-0.00626627240771508","0.984178662205024","-0.00376037375591193","0.979788197123991"
"61","AT1G01640","-0.00674296160585882","0.966935601966151","-0.104680534024169","0.490833192036793"
"62","AT1G01650","-0.00877009049217139","0.979097538957392","-0.0148615940147698","0.913609595456814"
"63","AT1G01660","0.000904290543273309","0.990281343841237","0.0756484015348063","0.606400908645147"
"64","AT1G01670","-0.00123704936097026","0.988171741389988","0.111764803895341","0.428917848121638"
"65","AT1G01680","0.000907290547543866","0.985769299547868","0.142213613669258","0.153702964145579"
"66","AT1G01690","0.00165388891800872","0.990281343841237","0.281309429541787","0.0777021293664957"
"67","AT1G01695","-0.00219034340054137","0.959809868061422","-0.0516693177152906","0.610531394726452"
"68","AT1G01700","0.00139064068331876","0.988171741389988","-0.0751488986224625","0.613751405649004"
"69","AT1G01710","-0.00337254296897559","0.990387177735053","0.0219052075635399","0.900872116524913"
"70","AT1G01720","-0.000697991175394399","0.998328956099086","0.0179834757997638","0.883289726291345"
"71","AT1G01725","0.00525189194115453","0.983465274022575","0.225618155256478","0.114305431303361"
"72","AT1G01730","-0.0055554397968357","0.999955209452316","-0.0244649100675587","0.849835594142507"
"73","AT1G01740","-0.00804542907962844","0.966935601966151","-0.0629977527091943","0.681636423480488"
"74","AT1G01750","0.00486052175655985","0.969290805150173","-0.153242203364578","0.341970532375276"
"75","AT1G01760","0.00443035558389741","0.983465274022575","-0.0792134459473696","0.628930646075887"
"76","AT1G01770","0.00556907439791094","0.987791411184774","0.192669337779868","0.0355512358036925"
"77","AT1G01780","0.00791824831975702","0.976023626221497","-0.00241352020333068","0.988611517425172"
"78","AT1G01790","-0.00457555019837512","0.985769299547868","0.252826994274148","0.0165120260823945"
"79","AT1G01800","0.00483105532854619","0.988171741389988","-0.0545717497606018","0.628290091656923"
"80","AT1G01810","-0.00146410235054884","0.990264138127482","-0.279485141971909","0.124288941681258"
"81","AT1G01820","-0.00677335332064758","0.983465274022575","-0.0367382607746899","0.781058543515893"
"82","AT1G01830","-0.00699859686274161","0.984178662205024","-0.199066500140441","0.0201960353497368"
"83","AT1G01840","0.000591165749600045","0.990281343841237","-0.0713974323420808","0.533956627301271"
"84","AT1G01860","0.0022739676025873","0.990281343841237","0.127422787913653","0.363106806425472"
"85","AT1G01880","0.00222863491552722","0.984178662205024","0.104147692325169","0.497706101135537"
"86","AT1G01900","0.00220806854401493","0.987791411184774","0.525777495299701","0.000553732497846182"
"87","AT1G01910","0.00508891096614928","0.988171741389988","0.066776767736592","0.46463292659285"
"88","AT1G01920","0.00248468992815561","0.991799482094516","0.262599866776398","0.00256072989370935"
"89","AT1G01930","-0.0079604288797685","0.983465274022575","0.105205926321827","0.282854929325351"
"90","AT1G01940","-0.00537452998521742","0.985769299547868","-0.117489901998597","0.242423799054449"
"91","AT1G01950","0.00772180018965343","0.984178662205024","0.136637536916419","0.11850292926978"
"92","AT1G01960","-0.00125072904422654","0.999793039220113","-0.147577101508322","0.00822456280105966"
"93","AT1G01970","-0.000584004888428846","0.999955209452316","0.162883033110607","0.193145350399775"
"94","AT1G01990","-0.00908316670920753","0.97184842977871","-0.0653995706522866","0.564130402718451"
"95","AT1G02000","-0.00428433517195315","0.983465274022575","-0.00941978427750792","0.954763856062604"
"96","AT1G02010","1.8799887131689e-05","0.999955209452316","0.0984629288213605","0.427634225878954"
"97","AT1G02020","0.0096613201850349","0.970663083388376","0.221297274797482","0.023968394743345"
"98","AT1G02030","-0.000545318153201528","0.990281343841237","-0.00420863092738764","0.972770152546773"
"99","AT1G02040","0.000137259703348135","NA","0.0290038366124486","NA"
"100","AT1G02050","0.00111502820897745","0.997238104642296","0.0408660607908461","0.784587838927155"
"101","AT1G02060","0.0103578976750131","0.966935601966151","0.00673032343292964","0.965370748546863"
"102","AT1G02065","0.000489506640357062","0.990387177735053","0.0863543245785376","0.425637134788378"
"103","AT1G02070","0.000789895110654961","0.990387177735053","-0.087591384931003","0.520196748504768"
"104","AT1G02080","-0.00392512248609586","0.988171741389988","-0.102570862442661","0.219476105864531"
"105","AT1G02090","0.00385357401445427","0.975928900625264","-0.0213395221840882","0.878742699129636"
"106","AT1G02100","0.00595688974078214","0.988171741389988","0.114853397028401","0.0739987183386095"
"107","AT1G02110","-0.000605937434965836","0.999737236437522","0.171505730247151","0.0470900479565473"
"108","AT1G02120","-0.00625344076289661","0.988171741389988","-0.0342572491280451","0.705335173318861"
"109","AT1G02130","-0.000972491997467492","0.998328956099086","0.026525823040318","0.833912116463943"
"110","AT1G02140","-0.00772009763317645","0.984178662205024","-0.0159222786537768","0.897153968452659"
"111","AT1G02145","0.00290084640725494","0.990387177735053","0.086314053592513","0.36544660672017"
"112","AT1G02150","0.00631890496164614","0.97184842977871","0.314137687651636","0.000937585665117284"
"113","AT1G02160","-0.00585859213977051","0.984550929443368","-0.0208076706314373","0.876506739256707"
"114","AT1G02170","-0.00625744611592225","0.987791411184774","0.0123953964440565","0.920132083919189"
"115","AT1G02180","-0.00422159678540159","0.969290805150173","-0.00401534170149656","0.983173202543631"
"116","AT1G02205","-0.0014702581173","0.985769299547868","-0.142021092802997","0.345064829085662"
"117","AT1G02220","-0.00913037593632667","0.958524652087687","-0.0421588794726511","0.807013719367064"
"118","AT1G02230","-0.00274616522294252","0.963961542787409","-0.0280965924150144","0.845052673847878"
"119","AT1G02250","-0.000489456954156124","0.990281343841237","-0.111240790857966","0.173562087413031"
"120","AT1G02260","0.00214953614177647","0.994156437972636","0.0544167684577938","0.638344966076465"
"121","AT1G02270","0.00146076498855106","0.997238104642296","0.0188644483724447","0.880189308122874"
"122","AT1G02280","0.0101264224616316","0.966935601966151","0.391921010604799","0.00026255021877349"
"123","AT1G02290","-0.0043640872631823","0.984178662205024","-0.0396662812017442","0.80583539675572"
"124","AT1G02300","0.00963571043037804","0.963961542787409","0.198629612362592","0.154904937699642"
"125","AT1G02305","-0.000705027055857102","0.999955209452316","0.0371892806695392","0.698310751180595"
"126","AT1G02310","-0.00247532479885471","0.776246233380512","-0.0573788454789742","0.457631490772404"
"127","AT1G02330","-0.00272126797397079","0.990281343841237","-0.073436679447809","0.494571698463903"
"128","AT1G02335","-0.000685641119365805","0.990387177735053","-0.22834530152992","0.163949328654302"
"129","AT1G02340","-0.00238830284216969","0.983465274022575","-0.0397799581023571","0.814107541863976"
"130","AT1G02350","0.000217303847479253","0.997238104642296","0.0469193934923993","0.623135507575713"
"131","AT1G02360","-0.00545876907234251","0.886611261101406","-0.275685074403674","0.140552648193783"
"132","AT1G02370","0.00438575028722474","0.988171741389988","0.0742781688063949","0.53022861685977"
"133","AT1G02380","-0.0110454167240347","0.927802930924806","0.617238447862236","1.72708784877778e-06"
"134","AT1G02390","-0.00232214454096131","0.97184842977871","-0.0385450027030371","0.778708930867528"
"135","AT1G02400","-0.00367557801956194","0.967819973804748","-0.128830811704508","0.415738062325153"
"136","AT1G02405","0.00050781092126893","0.999955209452316","0.0453494241855473","0.774778259506917"
"137","AT1G02410","-0.00219873598170903","0.994156437972636","0.0117489484194743","0.93497179492409"
"138","AT1G02420","0.00110711854764734","0.994156437972636","0.0429884870122441","0.79878520331449"
"139","AT1G02430","0.00211265266496123","0.988171741389988","0.067278661700501","0.691825347755278"
"140","AT1G02440","-0.000400671524425708","NA","0.00520133745981626","NA"
"141","AT1G02460","-0.00766251782303025","0.733855382584878","-0.0558524260351494","0.738421239444477"
"142","AT1G02470","0.00589878591362241","0.959809868061422","0.12259334580238","0.449251470252741"
"143","AT1G02475","0.000630455547781912","0.998328956099086","0.128595137851516","0.29307066044143"
"144","AT1G02500","-0.0109025834372808","0.983465274022575","0.0210335276010653","0.839006869195052"
"145","AT1G02520","-0.0060319273653114","0.94798389388818","-0.334753279960924","0.0665154718807649"
"146","AT1G02530","0.00260707915519033","0.97033575831502","-0.0241886875053111","0.878742699129636"
"147","AT1G02560","0.00506697113245637","0.983465274022575","0.127184974512149","0.30981770466136"
"148","AT1G02570","0.00113655414214832","NA","-0.0152624768364561","NA"
"149","AT1G02580","-0.00437848592891254","0.963961542787409","-0.0619473346286855","0.708118886414412"
"150","AT1G02610","-0.00533143626611012","0.927802930924806","-0.357590357019651","0.0880974295838953"
"151","AT1G02620","0.000491493378331019","NA","0.0444154165387362","NA"
"152","AT1G02630","-9.75432309904097e-05","NA","-0.00981053079783656","NA"
"153","AT1G02640","0.00215330571524932","0.988171741389988","0.218999999097314","0.171069650154555"
"154","AT1G02650","-0.000551843048664276","0.997238104642296","0.249417942889355","0.166108203280245"
"155","AT1G02660","0.000752022615687076","0.994378163573917","-0.153029750488745","0.349397168750605"
"156","AT1G02670","-0.000517753764872496","0.990387177735053","-0.0158517770187342","0.912011192969487"
"157","AT1G02680","0.000578288232259273","0.999955209452316","0.0058368246317505","0.975484945468314"
"158","AT1G02681","-0.000599276107656132","0.986478077166933","-0.0424651315358281","0.538249295867507"
"159","AT1G02690","0.0088190897185755","0.97184842977871","-0.0808672284261268","0.496763052806168"
"160","AT1G02700","5.97170238430462e-05","0.999955209452316","0.00496546190283667","0.978810172672117"
"161","AT1G02710","0.00299517197059724","0.983465274022575","0.0625295215966208","0.709787905134351"
"162","AT1G02720","-0.00550060369113455","0.984178662205024","-0.100504434173611","0.415587635231988"
"163","AT1G02730","0.00865594100083644","0.958524652087687","0.0838549690440424","0.584144869405113"
"164","AT1G02740","0.00866598802100005","0.966935601966151","0.0157250765334053","0.932306235304182"
"165","AT1G02750","0.0189791537808364","0.887821431372604","-0.0511753657408468","0.654154189484972"
"166","AT1G02770","0.0085869001494113","0.86273989088898","1.83779621030732","5.51536448127016e-25"
"167","AT1G02780","0.0142957802211699","0.95833198866428","0.0573784206297739","0.559011674894277"
"168","AT1G02800","-0.000104813191197364","0.998265466272468","0.147434296615208","0.0670847199741561"
"169","AT1G02810","-0.00375710111559935","0.97184842977871","-0.234812616692793","0.181353235276793"
"170","AT1G02813","0.000205978483773305","NA","0.000870567912397551","NA"
"171","AT1G02816","-0.00974569783417316","0.966935601966151","-0.222342863103185","0.0634375886388581"
"172","AT1G02820","0.000722858504710696","0.994156437972636","-0.0790054906393188","0.619343965522321"
"173","AT1G02840","0.00509382029543001","0.988171741389988","0.212180233795919","0.00212373318653475"
"174","AT1G02850","0.00758920624831814","0.966935601966151","-0.054632650035126","0.7361258765094"
"175","AT1G02860","-0.00249472061571307","0.990387177735053","-0.258081147640351","0.00644261501272693"
"176","AT1G02870","0.000372181585030696","0.999955209452316","0.131339449626767","0.160468875727605"
"177","AT1G02880","-0.0150714039873233","0.954394149968477","-0.175201558808587","0.0764563272223481"
"178","AT1G02890","-0.00389442008134913","0.990281343841237","-0.103762588871493","0.189193404136659"
"179","AT1G02900","-0.0136965983980414","0.838960991799924","-0.56841756469921","0.00160065487434189"
"180","AT1G02910","0.00757966205013925","0.97184842977871","0.184044950702094","0.124343845569729"
"181","AT1G02920","-0.013181013300237","0.895635628160904","-0.534313827336019","0.000132698496914334"
"182","AT1G02930","-0.00109834056867518","0.994540127634175","0.133899123131808","0.351734355820462"
"183","AT1G02940","0.00247494150626264","0.971858942951224","1.34915395541197","5.06131062603781e-05"
"184","AT1G02950","0.00358317077342366","0.971858942951224","-0.031757831211281","0.861704345577045"
"185","AT1G02952","-8.47274900645984e-05","NA","-0.00136621208869803","NA"
"186","AT1G02960","0.00188318928010948","0.994540127634175","0.0918020805666609","0.326494101975427"
"187","AT1G02970","0.00198472678275234","0.984440222936189","0.113498543589997","0.46463292659285"
"188","AT1G02980","-0.000472378802732128","0.990316159312556","-0.0282259570331676","0.7877214664875"
"189","AT1G02990","-0.0110298808934795","0.975928900625264","-0.297019358414632","0.000707492720698241"
"190","AT1G03000","0.00524912930665705","0.98830221711537","0.30953826477064","0.00131164889992326"
"191","AT1G03010","-0.000744398334470464","0.997238104642296","-0.282891663863523","0.049615408306167"
"192","AT1G03030","0.00844875191076957","0.971858942951224","-0.00403057222659471","0.985354774027662"
"193","AT1G03040","-0.00365368500607526","0.990281343841237","-0.0399243570915839","0.689293379325705"
"194","AT1G03055","0.000728717065906385","0.988171741389988","0.136786880676845","0.213836477577688"
"195","AT1G03060","-0.00371456391409176","0.983465274022575","-0.212266261069066","0.00147197768101047"
"196","AT1G03070","-0.000910168639445117","0.984440222936189","-0.0747391428325049","0.389453026007671"
"197","AT1G03080","-0.0434989976332249","0.776246233380512","-0.320148152205754","5.03493222425905e-07"
"198","AT1G03090","-0.0215080184107451","0.835006562399442","-0.208067267699273","0.0365884066146911"
"199","AT1G03100","0.00804318459669122","0.959809868061422","0.0976443717836947","0.536085670626738"
"200","AT1G03106","-0.00142458029499273","0.983465274022575","0.0278673216672399","0.829871929076391"
"201","AT1G03110","0.0155727294871152","0.869236634891437","0.286636098193924","0.0133409823420001"
"202","AT1G03120","9.55783702747158e-05","NA","0.000229099449822232","NA"
"203","AT1G03130","-0.000447951052054949","0.998328956099086","0.147189499241477","0.333848092240165"
"204","AT1G03140","-0.0130536451547198","0.969695748982228","-0.0496872642882421","0.594838059055055"
"205","AT1G03150","0.00335305265165911","0.990152775671305","-0.236668192416744","0.0215937464219166"
"206","AT1G03160","0.0083838702780637","0.97184842977871","0.385519019785968","0.000159213505959695"
"207","AT1G03170","0.000643568705320934","0.990152775671305","0.0374415073301075","0.740409393884849"
"208","AT1G03180","0.000916252022889518","0.993543247344298","-0.0341039950352826","0.852776151280451"
"209","AT1G03190","0.00542087936450626","0.984819033747848","0.0339278407684374","0.801476373643209"
"210","AT1G03200","0.00382846691867725","0.987707170770662","-0.0222640106035582","0.896886013564139"
"211","AT1G03210","-0.00876072299746262","0.966935601966151","-0.16090746385876","0.174500992083731"
"212","AT1G03220","-0.00475935376608627","0.903775082024558","-0.597120282487538","0.0310248958698592"
"213","AT1G03230","-0.00721317467959773","0.966935601966151","0.0499433645459306","0.757427700131302"
"214","AT1G03240","0.000613143314351682","0.983465274022575","0.0230061160150729","0.689435661574947"
"215","AT1G03250","0.00129177452105243","0.997238104642296","-0.0478165615585982","0.735823428768625"
"216","AT1G03260","0.00148789062420948","0.997238104642296","0.0377241280725297","0.770232351776252"
"217","AT1G03270","0.00230979110615184","0.988171741389988","0.151494697466584","0.345087913902172"
"218","AT1G03280","0.0105361837969693","0.981492298909235","-0.0102914362280586","0.931893211690274"
"219","AT1G03290","0.00114649875582908","0.997642402965536","-0.0865854017658446","0.312357432299202"
"220","AT1G03300","4.10790794264494e-05","0.999955209452316","-0.411446497620851","0.0345709567046174"
"221","AT1G03310","0.0121374801382345","0.958524652087687","0.243771763247529","0.0274268612191864"
"222","AT1G03320","0.00211388565897351","0.984178662205024","0.0243127134523247","0.890340034106563"
"223","AT1G03330","-0.00175542473638609","0.994156437972636","-0.0381065601384772","0.782436016954189"
"224","AT1G03340","0.0026043801964027","0.988171741389988","0.00306807542589053","0.985070008179787"
"225","AT1G03350","-0.00340012258782087","0.99148940973988","-0.213603887429844","0.00259234938190284"
"226","AT1G03360","0.00799798183649997","0.966935601966151","0.0759556932038633","0.577182630820174"
"227","AT1G03365","-0.00499085595466885","0.988171741389988","0.0500504866167258","0.651952398378233"
"228","AT1G03370","-0.0116516715581722","0.927872069783994","-0.254505095102809","0.0430901961610488"
"229","AT1G03380","-0.0253960981790806","0.896509412778752","-0.0639833270316179","0.474977258256192"
"230","AT1G03390","0.000638704499953108","0.988171741389988","-0.0656781447889939","0.422522754145262"
"231","AT1G03400","-0.00170469796099997","0.990387177735053","0.132407954571619","0.380751715803062"
"232","AT1G03410","-0.00114755414636725","0.990387177735053","0.158152908898682","0.333304629132879"
"233","AT1G03420","-0.0107052134796346","0.964453159307282","0.148418185526506","0.185329434492037"
"234","AT1G03430","0.00835058643948702","0.983465274022575","0.126108165727743","0.169533634146682"
"235","AT1G03440","0.00677842144901703","0.97184842977871","0.161782319841148","0.221328241695233"
"236","AT1G03445","0.000404388317966279","0.990152775671305","1.79348968434095","0.0117745438093876"
"237","AT1G03457","-0.00898370361018782","0.93094312915085","-0.390341211573345","0.0130963797860733"
"238","AT1G03470","-0.00248287885489017","0.988171741389988","-0.172954370207916","0.257394045541409"
"239","AT1G03475","0.00612771323364893","0.985769299547868","0.175236485319729","0.0478890616206308"
"240","AT1G03495","-0.00217506787208862","0.994156437972636","-0.0792027935163013","0.376310328857102"
"241","AT1G03510","0.00324517612769247","0.983465274022575","0.122449881345776","0.44770015116116"
"242","AT1G03520","-0.00119719352845801","0.995427726925131","-0.0385877630266048","0.798049064278601"
"243","AT1G03530","0.0151735376183473","0.949937947113299","0.100269391255269","0.389092713526724"
"244","AT1G03540","0.00163560306154243","0.990152775671305","0.030516547762446","0.873357138943387"
"245","AT1G03545","0.00294002148245056","0.983465274022575","0.0288864740261099","0.879102482720459"
"246","AT1G03550","0.00903053911434103","0.97033575831502","0.0536018583351988","0.703036750707138"
"247","AT1G03560","-0.0077134119433305","0.981492298909235","-0.0959628504421564","0.400843073435328"
"248","AT1G03580","0.000492270971433399","0.997238104642296","0.273000434368817","0.137150864561697"
"249","AT1G03590","-0.00393784454234351","0.988171741389988","0.027530605815204","0.85570247951635"
"250","AT1G03600","-0.00311115741472453","0.985769299547868","0.307126722358078","0.0472024289875718"
"251","AT1G03610","-0.00533873965293494","0.983465274022575","0.379625627535205","0.00253213621248508"
"252","AT1G03620","-0.00151784801511561","0.990387177735053","-0.0544414157525951","0.751068141050624"
"253","AT1G03630","0.00399748470560648","0.984178662205024","0.866443803419704","2.89561050534822e-08"
"254","AT1G03650","-0.0019746319509911","0.990387177735053","0.207765314864536","0.104367802518315"
"255","AT1G03660","-0.00109514542862821","0.984178662205024","-0.0748373654088671","0.41155498265853"
"256","AT1G03680","-0.00251413765063938","0.998328956099086","0.275690732577548","0.035164644139039"
"257","AT1G03687","0.0166886160706224","0.959809868061422","0.0268554633640874","0.824190774639436"
"258","AT1G03700","0.000377719218852573","NA","-0.020932618062491","NA"
"259","AT1G03710","0.00114625164487449","0.984178662205024","-0.812978061778251","0.0439282185215657"
"260","AT1G03730","-0.00565513825181524","0.982554076008521","-0.168534836190213","0.198994380204247"
"261","AT1G03740","-0.0222464965881813","0.592813440295365","-0.329118990443066","0.008051730728847"
"262","AT1G03750","0.00129245150958214","0.994378163573917","0.00673509947969418","0.969510269731425"
"263","AT1G03760","0.0096827985387093","0.982554076008521","0.159169175416814","0.045046018070681"
"264","AT1G03770","0.0158665175824443","0.922094335615997","0.172270702160667","0.104568205868091"
"265","AT1G03780","0.00224107425133885","0.987791411184774","0.0894178930575157","0.586591610262969"
"266","AT1G03790","-0.000867721131977763","0.987791411184774","0.255990524724763","0.086755895226269"
"267","AT1G03800","0.00440072163121221","0.976793247612163","0.0923757867062455","0.578512331871547"
"268","AT1G03820","-7.18490357932849e-05","0.999955209452316","-0.0279453917871433","0.860886346716379"
"269","AT1G03830","0.0121091255921815","0.954394149968477","0.0624926185901876","0.644025609960816"
"270","AT1G03840","-0.00147506199311382","0.990152775671305","0.162943745329454","0.320759924108309"
"271","AT1G03850","-0.0102632568808035","0.52135321216755","-0.701705505262422","0.00229518386347552"
"272","AT1G03860","0.0226951146285518","0.904606319249778","0.178539749598977","0.0289324754146374"
"273","AT1G03870","-0.00148027952148439","0.994156437972636","-0.671352762764505","1.17584526130741e-07"
"274","AT1G03880","-0.0011178064937509","0.792248188747708","-0.0634838019576975","0.00246647431885118"
"275","AT1G03900","-0.00727815902370254","0.984440222936189","-0.0538575826208128","0.568816797115437"
"276","AT1G03905","-0.00586900137386272","0.97184842977871","-0.0482256641946555","0.77446568555518"
"277","AT1G03910","0.0182931185245103","0.984178662205024","0.0156887917904598","0.8578803779331"
"278","AT1G03920","0.00704742919331516","0.958524652087687","0.816676402587933","5.60915799560113e-06"
"279","AT1G03930","0.00132618454321924","0.997238104642296","0.0511002462381324","0.611627448527874"
"280","AT1G03940","-0.0157768533495082","0.93094312915085","-0.307284286621026","0.00431540217249739"
"281","AT1G03950","0.00556344187140039","0.985769299547868","-0.0137549845849942","0.926328019120914"
"282","AT1G03960","-0.00560917470926111","0.985769299547868","0.00421106469700536","0.977432152042943"
"283","AT1G03970","-0.0229812337179462","0.869236634891437","-0.13126369227787","0.138181211471722"
"284","AT1G03980","-0.00074840267811376","0.994156437972636","0.117983091745324","0.445662128837667"
"285","AT1G03990","-0.00371967758432635","0.983465274022575","0.317516474823215","0.0659160597578275"
"286","AT1G04000","-0.00384205442405831","0.982554076008521","-0.218034802013618","0.19115155748145"
"287","AT1G04010","0.00122549355157151","0.994378163573917","0.0757466680074493","0.601773037666164"
"288","AT1G04020","0.00548817863397231","0.958524652087687","0.79370386733337","0.000815413888459452"
"289","AT1G04030","0.00776200548682251","0.958524652087687","0.0786449693805317","0.630036699947026"
"290","AT1G04040","-0.0139464636778414","0.959167250693636","-0.162186446455634","0.121105908223995"
"291","AT1G04050","0.000484544021124724","0.998328956099086","0.0705417956953934","0.652501938348471"
"292","AT1G04070","-0.00101660776628068","0.997238104642296","-0.100868179975821","0.464681600627381"
"293","AT1G04080","0.00366200172233835","0.988171741389988","0.0395962583732667","0.721480350922733"
"294","AT1G04090","-0.00132398239635069","0.983465274022575","-0.147399464399969","0.157478571447623"
"295","AT1G04100","-0.000516835291748079","0.997929772834301","-0.237694684613649","0.1537791026227"
"296","AT1G04110","0.0020921029038247","0.984178662205024","-0.0534976440645296","0.740409393884849"
"297","AT1G04120","-0.00589762334319158","0.985769299547868","-0.298558862959769","0.000785591078416886"
"298","AT1G04130","0.000352805081193308","0.999955209452316","-0.0147175619141587","0.920113500340545"
"299","AT1G04140","0.0234880919067761","0.954394149968477","-0.00131307853632463","0.987613868113499"
"300","AT1G04150","0.000657940291640078","0.983465274022575","0.0459426460937995","0.415587635231988"
"301","AT1G04160","-0.00321631523273759","0.988171741389988","-0.0537346953804013","0.733518939589839"
"302","AT1G04170","0.0171226911542617","0.963961542787409","0.153125799022982","0.028713324266405"
"303","AT1G04180","0.000361088561645062","0.997238104642296","-0.230028831642371","0.183513936849253"
"304","AT1G04190","0.0245045281773105","0.918728831806225","0.104564424333447","0.193145350399775"
"305","AT1G04200","-0.0101612112905137","0.975928900625264","-0.0751805194577015","0.427589557093395"
